,meta.numFound,meta.start,data.id,data.counter_total_all,data.publication_date,data.author,data.pagecount,data.volume,data.copyright,data.financial_disclosure,data.title
2067,2620,2501,10.1371/journal.pone.0119441,2661,2015-03-16T00:00:00Z,"Yava L Jones-Hall,Ariangela Kozik,Cindy Nakatsu",17,10,"Jones-Hall et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited",The authors have no support or funding to report.,Ablation of Tumor Necrosis Factor Is Associated with Decreased Inflammation and Alterations of the Microbiota in a Mouse Model of Inflammatory Bowel Disease
1708,2620,2501,10.1371/journal.pone.0118820,2888,2015-03-18T00:00:00Z,"Mónica M Solórzano Kraemer,Atahualpa S Kraemer,Frauke Stebner,Daniel J Bickel,Jes Rust",24,10,"Kraemer et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This research was possible thanks to a postdoctoral fellowship awarded to M.M.S.K., No. SO894/3-1 from the German Research Foundation (DFG) and the Spanish Ministry of Economy and Competitiveness GL2011-23948 AMBARES 2012-2014. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Entrapment Bias of Arthropods in Miocene Amber Revealed by Trapping Experiments in a Tropical Forest in Chiapas, Mexico"
1975,2620,2501,10.1371/journal.pone.0120565,3848,2015-03-18T00:00:00Z,"Patrick T Schwing,Isabel C Romero,Gregg R Brooks,David W Hastings,Rebekka A Larson,David J Hollander",22,10,"Schwing et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This research received funding from these sources: The British Petroleum/Florida Institute of Oceanography (BP/FIO)-Gulf Oil Spill Prevention, Response, and Recovery Grants Program provided funding for several of the initial research cruises and laboratory analyses during 2010 and 2011. http://www.fio.usf.edu (PS, IR, GB, DWH, RL, DJH). The Gulf of Mexico Research Initiative (GOMRI), specifically the Center for Integrated Modeling and Analysis of the Gulf Ecosystem (C-IMAGE) and the Deep Sea to Coast Connectivity in the Eastern Gulf of Mexico (Deep-C) consortia, provided funding in support of field, laboratory, and personnel efforts. http://gulfresearchinitiative.org (PS, IR, GB, DWH, RL, DJH). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",A Decline in Benthic Foraminifera following the Deepwater Horizon Event in the Northeastern Gulf of Mexico
2172,2620,2501,10.1371/journal.pone.0119393,2579,2015-03-19T00:00:00Z,"Marzia Bo,Giorgio Bavestrello,Michela Angiolillo,Lucio Calcagnile,Simonepietro Canese,Rita Cannas,Alessandro Cau,Marisa D’Elia,Filippo D’Oriano,Maria Cristina Follesa,Gianluca Quarta,Angelo Cau",21,10,"Bo et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This work was financed by the Autonomous Region of Sardinia within the framework of the following scientific projects: 1) “Struttura spaziale, di popolazione e genetica dei banchi di Corallium rubrum del Mediterraneo centro occidentale. L.R. 7 Agosto 2007, n. 7 (AC). 2) “Misure gestionali volte al ripopolamento degli stock di corallo rosso (Corallium rubrum L., 1758). Decr Ass. Agricoltura n.3189/DecA/108 del 19.12.2008 (AC). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Persistence of Pristine Deep-Sea Coral Gardens in the Mediterranean Sea (SW Sardinia)
2400,2620,2501,10.1371/journal.pone.0120500,1325,2015-03-19T00:00:00Z,"Emilie Reuchlin-Hugenholtz,Nancy L Shackell,Jeffrey A Hutchings",22,10,"Reuchlin-Hugenholtz et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This work was supported by Prins Bernhard Cultuurfonds (http://www.cultuurfonds.nl/), and Dalhousie University Biology Department (http://www.dal.ca). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",The Potential for Spatial Distribution Indices to Signal Thresholds in Marine Fish Biomass
600,2620,2501,10.1371/journal.pone.0119307,2045,2015-03-20T00:00:00Z,"Paula Rosario Romo de Vivar Martínez,Marina Bento Soares",25,10,"Romo de Vivar Martínez, Bento Soares This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","The authors thank CAPES (Coordenação de Aperfeiçoamento de Pessoal de Nível Superior) for financial support (PRM) and CNPq (Conselho Nacional de Desenvolvimento Científico e Tecnológico) for MBS financial support. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Dentary Morphological Variation in Clevosaurus brasiliensis (Rhynchocephalia, Clevosauridae) from the Upper Triassic of Rio Grande do Sul, Brazil"
2538,2620,2501,10.1371/journal.pone.0117003,2887,2015-03-23T00:00:00Z,"Desiré L Dalton,Birthe Linden,Kirsten Wimberger,Lisa Jane Nupen,Adrian S W Tordiffe,Peter John Taylor,M Thabang Madisha,Antoinette Kotze",26,10,"Dalton et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","PJT acknowledges funding from the National Research Foundation (NRF) and Department of Science   Technology (DST) through the SARChI Chair on Biodiversity Value   Change in the Vhembe Biosphere. DLD, AK and ASWT acknowledge NRF and the National Zoological Gardens of South Africa (NZG) for organizational core grant funding of support of research. BL thanks the University of Venda for research funding for field work. ASWT and KW would like to thank Ezemvelo KZN Wildlife for providing funding for the sample collection at those sites. KW would like to thank Novartis South African Veterinary Foundation Wildlife Research Fund (Grant 13/11/2010), and Primate Conservation Inc, for project funding, and Mazda Wildlife Fund for sponsorship of a research vehicle (Number: BD06MZGP). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",New Insights into Samango Monkey Speciation in South Africa
2433,2620,2501,10.1371/journal.pone.0118199,24368,2015-03-24T00:00:00Z,"Tod W Reeder,Ted M Townsend,Daniel G Mulcahy,Brice P Noonan,Perry L Wood Jr.,Jack W Sites Jr.,John J Wiens",22,10,"Reeder et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This project was supported by a United States National Science Foundation grant, with awards to T.W.R. (EF 0334967), J.W.S. (EF 0334966) and J.J.W. (EF 0334923). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Integrated Analyses Resolve Conflicts over Squamate Reptile Phylogeny and Reveal Unexpected Placements for Fossil Taxa
785,2620,2501,10.1371/journal.pone.0119968,2378,2015-03-25T00:00:00Z,"Laura Domingo,Fernando Barroso-Barcenilla,Oscar Cambra-Moo",25,10,"Domingo et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This study was supported by research projects CGL2009-09000 and CGL2009-10766 (Spanish Ministry of Economy and Competitivity). LD acknowledges postdoctoral fellowships of the University of California Santa Cruz, PICATA program (UCM-UPM Moncloa Campus of International Excellence, Spain), and Juan de la Cierva program (Spanish Ministry of Economy and Competitivity). Part of this research was carried out within projects CGL2011-25894 and CGL2012-35199 (Spanish Ministry of Economy and Competitivity). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Seasonality and Paleoecology of the Late Cretaceous Multi-Taxa Vertebrate Assemblage of “Lo Hueco” (Central Eastern Spain)
1761,2620,2501,10.1371/journal.pone.0121847,1397,2015-03-25T00:00:00Z,"Shuqi Zhang,Brad Manor,Li Li",12,10,"Zhang et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited",The authors have no support or funding to report.,H-Index Is Important for Postural Control for People with Impaired Foot Sole Sensation
1760,2620,2501,10.1371/journal.pone.0122167,1697,2015-03-27T00:00:00Z,"Mei-Cen Meng,De-Ming Wang,Jian-Xin Yao",16,10,"Meng et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This work is supported by the National Basic Research Program of China (973 Program, http://www.973.gov.cn/Default_3.aspx, no. 2012CB821900 and no. 2011CB403002) and the National Natural Science Foundation of China (http://www.nsfc.gov.cn/, no. 41402023). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Vegetative Characters, Growth Habit and Microsporangiate Strobilus of Lycopsid Minostrobus chaohuensis"
